customer_id,invoice_id,credit_score,amount,issue_date,due_date,payment_date,is_late,delay_days
2.0,16,461.31483274150196,2884.963927536595,2024-11-22 09:56:23.705752500,2024-12-22 09:56:23.705752500,2024-12-22 09:56:23.705752500,False,0.0
2.0,17,461.31483274150196,945.6290717612696,2024-08-01 15:15:04.741418712,2024-08-31 15:15:04.741418712,2024-08-31 15:15:04.741418712,False,0.0
2.0,18,461.31483274150196,428.7030826001484,2024-01-03 06:54:08.277181215,2024-02-02 06:54:08.277181215,2024-02-02 06:54:08.277181215,False,0.0
2.0,19,461.31483274150196,397.80018617426776,2024-03-01 08:52:54.369238242,2024-03-31 08:52:54.369238242,2024-03-31 08:52:54.369238242,False,0.0
2.0,20,461.31483274150196,295.7431095608698,2024-09-19 00:25:44.906086848,2024-10-19 00:25:44.906086848,2024-10-19 00:25:44.906086848,False,0.0
3.0,21,571.4555244205808,1607.1959549785572,2024-10-21 02:06:14.705225752,2024-11-20 02:06:14.705225752,2024-12-03 20:03:00.578282865,True,13.747753160383253
3.0,22,571.4555244205808,598.3954507807377,2024-12-19 12:58:32.134369692,2025-01-18 12:58:32.134369692,2025-02-03 19:42:55.452592527,True,16.280825442393922
3.0,23,571.4555244205808,891.7182121040233,2024-04-12 21:57:44.439477427,2024-05-12 21:57:44.439477427,2024-05-20 21:24:05.469379447,True,7.976632290532638
3.0,24,571.4555244205808,2666.4847881530827,2024-09-17 19:27:00.687449224,2024-10-17 19:27:00.687449224,2024-10-17 19:27:00.687449224,False,0.0
3.0,25,571.4555244205808,707.8282706678777,2024-05-13 21:29:16.213315404,2024-06-12 21:29:16.213315404,2024-06-19 04:21:19.304049217,True,6.286146883493206
3.0,26,571.4555244205808,691.3633838975334,2024-08-02 14:26:58.664666524,2024-09-01 14:26:58.664666524,2024-09-01 14:26:58.664666524,False,0.0
3.0,27,571.4555244205808,796.9796522376599,2024-08-02 05:49:09.327482668,2024-09-01 05:49:09.327482668,2024-09-14 20:51:31.754356812,True,13.626648459191484
3.0,28,571.4555244205808,1177.75207482872,2024-10-13 18:48:59.056271420,2024-11-12 18:48:59.056271420,2024-11-12 18:48:59.056271420,False,0.0
3.0,29,571.4555244205808,1200.2303974862652,2024-12-22 12:42:42.362185332,2025-01-21 12:42:42.362185332,2025-01-21 12:42:42.362185332,False,0.0
3.0,30,571.4555244205808,657.8597855670217,2024-10-16 15:14:26.530944340,2024-11-15 15:14:26.530944340,2024-11-15 15:14:26.530944340,False,0.0
4.0,31,735.5949071310844,1968.154284942958,2024-05-04 18:20:05.923669422,2024-06-03 18:20:05.923669422,2024-06-13 12:22:48.438068864,True,9.751880953697249
4.0,32,735.5949071310844,1587.4142647459794,2024-11-10 23:43:35.971848828,2024-12-10 23:43:35.971848828,2024-12-10 23:43:35.971848828,False,0.0
4.0,33,735.5949071310844,752.5564280372117,2024-12-20 01:44:08.085395296,2025-01-19 01:44:08.085395296,2025-01-19 01:44:08.085395296,False,0.0
4.0,34,735.5949071310844,1099.6743052377183,2024-04-30 13:10:22.528801204,2024-05-30 13:10:22.528801204,2024-05-30 13:10:22.528801204,False,0.0
4.0,35,735.5949071310844,1518.2799718232486,2024-12-17 04:21:46.271388260,2025-01-16 04:21:46.271388260,2025-01-16 04:21:46.271388260,False,0.0
4.0,36,735.5949071310844,728.4090430736076,2024-02-09 06:49:41.276366516,2024-03-10 06:49:41.276366516,2024-03-10 06:49:41.276366516,False,0.0
4.0,37,735.5949071310844,916.4703820381106,2024-03-30 14:09:24.399064676,2024-04-29 14:09:24.399064676,2024-04-29 14:09:24.399064676,False,0.0
4.0,38,735.5949071310844,596.3603483190225,2024-07-14 12:49:09.978988296,2024-08-13 12:49:09.978988296,2024-08-30 12:45:40.588970886,True,16.997576504428128
4.0,39,735.5949071310844,1487.894757969212,2024-03-01 05:19:43.153122206,2024-03-31 05:19:43.153122206,2024-04-20 05:49:52.158771591,True,20.020937565386404
4.0,40,735.5949071310844,1935.1627948632492,2024-12-06 06:29:24.127252928,2025-01-05 06:29:24.127252928,2025-01-05 06:29:24.127252928,False,0.0
5.0,41,517.4492547147697,1311.502444296293,2024-02-08 20:17:25.173263015,2024-03-09 20:17:25.173263015,2024-03-09 20:17:25.173263015,False,0.0
5.0,42,517.4492547147697,536.5460805436404,2024-08-28 00:24:09.136795888,2024-09-27 00:24:09.136795888,2024-10-15 11:43:47.009641896,True,18.471966120902874
5.0,43,517.4492547147697,1103.8701773070102,2024-02-12 07:08:19.857386284,2024-03-13 07:08:19.857386284,2024-05-07 20:04:37.769163276,True,55.5390962011226
5.0,44,517.4492547147697,387.0904450251403,2024-10-03 08:20:23.991308064,2024-11-02 08:20:23.991308064,2024-11-08 23:07:10.662712549,True,6.615817956070432
5.0,45,517.4492547147697,467.4153834598352,2024-07-15 01:19:14.142980520,2024-08-14 01:19:14.142980520,2024-08-14 01:19:14.142980520,False,0.0
5.0,46,517.4492547147697,418.51360150371676,2024-11-06 08:12:43.306198044,2024-12-06 08:12:43.306198044,2024-12-23 19:31:09.820633008,True,17.471140213367644
5.0,47,517.4492547147697,862.6163480945432,2024-12-11 12:07:39.785001656,2025-01-10 12:07:39.785001656,2025-01-10 12:07:39.785001656,False,0.0
5.0,48,517.4492547147697,1206.407623880599,2024-12-27 01:39:31.326526716,2025-01-26 01:39:31.326526716,2025-01-26 01:39:31.326526716,False,0.0
5.0,49,517.4492547147697,306.79858055384534,2024-08-22 14:13:42.990944576,2024-09-21 14:13:42.990944576,2024-10-04 06:47:10.092229117,True,12.689897005608117
5.0,50,517.4492547147697,536.35292424544,2024-08-23 00:39:38.070725424,2024-09-22 00:39:38.070725424,2024-09-22 00:39:38.070725424,False,0.0
6.0,51,576.6609211056516,925.6446948036763,2024-05-06 01:04:23.286282082,2024-06-05 01:04:23.286282082,2024-06-05 01:04:23.286282082,False,0.0
6.0,52,576.6609211056516,481.9448503726903,2024-10-23 23:55:44.882184868,2024-11-22 23:55:44.882184868,2024-12-11 07:01:16.858388986,True,18.295508983843966
6.0,53,576.6609211056516,802.8846939757855,2024-02-06 05:15:31.334608728,2024-03-07 05:15:31.334608728,2024-03-07 05:15:31.334608728,False,0.0
6.0,54,576.6609211056516,780.2859412094293,2024-12-05 18:23:39.673761336,2025-01-04 18:23:39.673761336,2025-01-04 18:23:39.673761336,False,0.0
6.0,55,576.6609211056516,2256.2794141895447,2024-08-19 06:30:05.332527704,2024-09-18 06:30:05.332527704,2024-09-25 09:07:20.415878389,True,7.109202353595903
6.0,56,576.6609211056516,1292.9451268233795,2024-07-03 00:51:15.443793224,2024-08-02 00:51:15.443793224,2024-08-02 00:51:15.443793224,False,0.0
6.0,57,576.6609211056516,1153.0831161820697,2024-12-04 00:44:08.452821996,2025-01-03 00:44:08.452821996,2025-01-03 00:44:08.452821996,False,0.0
6.0,58,576.6609211056516,579.0620401590229,2024-05-02 17:08:51.386092466,2024-06-01 17:08:51.386092466,2024-06-30 19:38:40.896536703,True,29.10404525977127
6.0,59,576.6609211056516,594.523277018738,2024-04-13 03:12:47.864567166,2024-05-13 03:12:47.864567166,2024-05-13 03:12:47.864567166,False,0.0
6.0,60,576.6609211056516,1196.5902764186944,2024-04-08 20:55:03.580687682,2024-05-08 20:55:03.580687682,2024-05-08 20:55:03.580687682,False,0.0
7.0,61,832.0483616918922,659.2998413044135,2024-07-21 07:25:51.520311028,2024-08-20 07:25:51.520311028,2024-08-20 07:25:51.520311028,False,0.0
7.0,62,832.0483616918922,1849.342787370539,2024-05-17 16:52:39.838751884,2024-06-16 16:52:39.838751884,2024-06-21 18:07:54.281612979,True,5.052250496077498
7.0,63,832.0483616918922,2230.8694607671314,2024-06-02 02:42:28.959518254,2024-07-02 02:42:28.959518254,2024-07-02 02:42:28.959518254,False,0.0
7.0,64,832.0483616918922,373.84822943564905,2024-04-06 18:33:28.908475446,2024-05-06 18:33:28.908475446,2024-05-20 18:39:44.652602698,True,14.004348890361717
7.0,65,832.0483616918922,755.4237912413462,2024-06-12 22:34:26.842816214,2024-07-12 22:34:26.842816214,2024-07-24 08:12:25.326062583,True,11.401371333870022
7.0,66,832.0483616918922,367.6348758630961,2024-05-31 23:01:24.376337172,2024-06-30 23:01:24.376337172,2024-08-01 15:41:47.336152416,True,31.69471018304681
7.0,67,832.0483616918922,197.5548654072818,2024-06-05 06:41:16.065448310,2024-07-05 06:41:16.065448310,2024-07-05 06:41:16.065448310,False,0.0
7.0,68,832.0483616918922,1287.2141136268967,2024-04-14 11:20:57.751601124,2024-05-14 11:20:57.751601124,2024-06-03 11:40:46.529585226,True,20.013759004445625
7.0,69,832.0483616918922,1970.4609026227645,2024-03-29 06:54:28.627844625,2024-04-28 06:54:28.627844625,2024-04-28 06:54:28.627844625,False,0.0
7.0,70,832.0483616918922,271.3995545145491,2024-05-16 07:39:15.554906256,2024-06-15 07:39:15.554906256,2024-06-30 05:53:13.269174765,True,14.926362433663304
8.0,71,673.7662692308902,511.8102559966605,2024-01-13 21:08:20.049896377,2024-02-12 21:08:20.049896377,2024-02-12 21:08:20.049896377,False,0.0
8.0,72,673.7662692308902,625.6408307653279,2024-01-26 12:20:10.235289326,2024-02-25 12:20:10.235289326,2024-03-02 09:33:50.020335129,True,5.884488252844947
8.0,73,673.7662692308902,3067.738745113341,2024-09-28 21:54:43.024240068,2024-10-28 21:54:43.024240068,2024-10-28 21:54:43.024240068,False,0.0
8.0,74,673.7662692308902,303.8156479910564,2024-12-08 17:40:22.892483244,2025-01-07 17:40:22.892483244,2025-01-07 17:40:22.892483244,False,0.0
8.0,75,673.7662692308902,741.5471403362833,2024-09-12 04:11:19.073202012,2024-10-12 04:11:19.073202012,2024-10-27 12:41:11.436092307,True,15.354078274193235
8.0,76,673.7662692308902,615.5101238157606,2024-02-24 19:39:46.107639634,2024-03-25 19:39:46.107639634,2024-05-05 11:36:57.292622842,True,40.6647127891575
8.0,77,673.7662692308902,1114.3189576828686,2024-02-18 22:39:39.152204225,2024-03-19 22:39:39.152204225,2024-03-27 00:25:31.689366085,True,7.073524735669677
8.0,78,673.7662692308902,200.64739156590315,2024-03-26 02:24:41.594990807,2024-04-25 02:24:41.594990807,2024-04-25 02:24:41.594990807,False,0.0
8.0,79,673.7662692308902,466.49674903948926,2024-04-12 22:07:25.912718170,2024-05-12 22:07:25.912718170,2024-05-12 22:07:25.912718170,False,0.0
8.0,80,673.7662692308902,2692.294958624871,2024-10-20 18:11:41.261226324,2024-11-19 18:11:41.261226324,2024-11-19 18:11:41.261226324,False,0.0
9.0,81,731.6414963169243,257.5029296495881,2024-12-18 11:42:33.709198852,2025-01-17 11:42:33.709198852,2025-01-28 05:36:39.213394438,True,10.745897039300772
9.0,82,731.6414963169243,737.6452212576545,2024-09-23 09:42:13.705252144,2024-10-23 09:42:13.705252144,2024-11-12 21:26:45.991782464,True,20.48926257558241
9.0,83,731.6414963169243,849.8679921513029,2024-08-03 01:18:22.004140716,2024-09-02 01:18:22.004140716,2024-09-02 01:18:22.004140716,False,0.0
9.0,84,731.6414963169243,256.2109690775535,2024-02-08 20:14:59.744419550,2024-03-09 20:14:59.744419550,2024-03-09 20:14:59.744419550,False,0.0
9.0,85,731.6414963169243,1181.6958439139075,2024-08-24 07:33:45.455118908,2024-09-23 07:33:45.455118908,2024-09-23 07:33:45.455118908,False,0.0
9.0,86,731.6414963169243,1075.8051323533925,2024-07-02 15:09:30.612380820,2024-08-01 15:09:30.612380820,2024-08-01 15:09:30.612380820,False,0.0
9.0,87,731.6414963169243,1109.877195186534,2024-03-29 18:22:46.997956353,2024-04-28 18:22:46.997956353,2024-04-28 18:22:46.997956353,False,0.0
9.0,88,731.6414963169243,648.636797581153,2024-07-18 13:14:44.821792670,2024-08-17 13:14:44.821792670,2024-09-01 08:51:37.005846712,True,14.817270648773633
9.0,89,731.6414963169243,972.7537988062658,2024-01-29 03:19:04.779290844,2024-02-28 03:19:04.779290844,2024-03-22 22:44:23.398459287,True,23.809243277412545
9.0,90,731.6414963169243,990.0454964061985,2024-11-10 15:32:52.073913988,2024-12-10 15:32:52.073913988,2024-12-10 15:32:52.073913988,False,0.0
10.0,91,563.2817668208826,843.3835873009691,2024-08-13 16:10:09.168523092,2024-09-12 16:10:09.168523092,2024-09-12 16:10:09.168523092,False,0.0
10.0,92,563.2817668208826,2960.912804030752,2024-08-26 07:18:29.674144648,2024-09-25 07:18:29.674144648,2024-09-25 07:18:29.674144648,False,0.0
10.0,93,563.2817668208826,1321.504390297134,2024-12-28 15:50:26.593299032,2025-01-27 15:50:26.593299032,2025-01-27 15:50:26.593299032,False,0.0
10.0,94,563.2817668208826,724.6271150044993,2024-01-08 07:41:41.268089974,2024-02-07 07:41:41.268089974,2024-02-19 22:53:56.458127251,True,12.633509143949968
10.0,95,563.2817668208826,797.7010212553358,2024-07-20 10:40:02.578607216,2024-08-19 10:40:02.578607216,2024-09-13 07:34:45.238210784,True,24.871327078745
10.0,96,563.2817668208826,840.7598529337445,2024-12-28 13:07:05.787333584,2025-01-27 13:07:05.787333584,2025-01-27 13:07:05.787333584,False,0.0
10.0,97,563.2817668208826,1262.4285379954304,2024-09-23 16:04:29.833663992,2024-10-23 16:04:29.833663992,2024-11-08 12:34:55.472224634,True,15.854463409266693
10.0,98,563.2817668208826,976.4225810725421,2024-01-03 18:55:11.939857931,2024-02-02 18:55:11.939857931,2024-02-02 18:55:11.939857931,False,0.0
10.0,99,563.2817668208826,215.61904372821397,2024-05-26 11:51:32.104927108,2024-06-25 11:51:32.104927108,2024-06-25 11:51:32.104927108,False,0.0
10.0,100,563.2817668208826,490.5934372397304,2024-06-30 08:40:09.395504196,2024-07-30 08:40:09.395504196,2024-08-13 06:42:28.793736724,True,13.918280072135742
11.0,101,604.8795178052027,471.71331157409384,2024-04-10 10:32:31.014014413,2024-05-10 10:32:31.014014413,2024-05-22 13:22:45.541245835,True,12.11822369480813
11.0,102,604.8795178052027,676.023716718432,2024-11-10 17:24:41.293213052,2024-12-10 17:24:41.293213052,2024-12-10 17:24:41.293213052,False,0.0
11.0,103,604.8795178052027,705.0158933658873,2024-11-19 23:14:46.045707268,2024-12-19 23:14:46.045707268,2024-12-19 23:14:46.045707268,False,0.0
11.0,104,604.8795178052027,940.6510543314415,2024-08-30 16:47:56.051676764,2024-09-29 16:47:56.051676764,2024-09-29 16:47:56.051676764,False,0.0
11.0,105,604.8795178052027,705.135085378183,2024-05-17 22:46:21.378152692,2024-06-16 22:46:21.378152692,2024-06-16 22:46:21.378152692,False,0.0
11.0,106,604.8795178052027,1321.4352482261497,2024-08-21 11:21:21.237681624,2024-09-20 11:21:21.237681624,2024-09-20 11:21:21.237681624,False,0.0
11.0,107,604.8795178052027,1736.2254464520727,2024-05-12 17:46:58.853916886,2024-06-11 17:46:58.853916886,2024-06-11 17:46:58.853916886,False,0.0
11.0,108,604.8795178052027,762.3658173524472,2024-03-07 05:36:16.554343804,2024-04-06 05:36:16.554343804,2024-04-28 07:03:47.565555307,True,22.060775592725737
11.0,109,604.8795178052027,737.0909087768018,2024-03-21 05:27:04.137357501,2024-04-20 05:27:04.137357501,2024-04-20 05:27:04.137357501,False,0.0
11.0,110,604.8795178052027,551.3957045920457,2024-06-05 00:05:06.272132404,2024-07-05 00:05:06.272132404,2024-07-14 11:09:56.873039717,True,9.461696769760575
12.0,111,487.5435214605162,439.8563813361213,2024-12-10 01:02:17.631695780,2025-01-09 01:02:17.631695780,2025-01-09 01:02:17.631695780,False,0.0
12.0,112,487.5435214605162,1374.8099784892058,2024-04-03 14:12:47.813742995,2024-05-03 14:12:47.813742995,2024-05-03 14:12:47.813742995,False,0.0
12.0,113,487.5435214605162,783.4512889494678,2024-10-15 20:04:34.740928956,2024-11-14 20:04:34.740928956,2024-11-14 20:04:34.740928956,False,0.0
12.0,114,487.5435214605162,1626.1401668919898,2024-10-19 08:30:04.754463724,2024-11-18 08:30:04.754463724,2024-11-29 21:50:47.341350813,True,11.556048459341312
12.0,115,487.5435214605162,1811.4306878187033,2024-02-01 18:37:36.773729794,2024-03-02 18:37:36.773729794,2024-03-02 18:37:36.773729794,False,0.0
12.0,116,487.5435214605162,717.416643880765,2024-01-11 18:46:49.996764446,2024-02-10 18:46:49.996764446,2024-02-25 10:22:05.288363849,True,14.649482541659763
12.0,117,487.5435214605162,329.9612265513945,2024-04-08 19:18:28.541364258,2024-05-08 19:18:28.541364258,2024-05-28 13:48:37.511803745,True,19.77093715786444
12.0,118,487.5435214605162,141.26132853436707,2024-10-11 10:55:23.522298468,2024-11-10 10:55:23.522298468,2024-11-25 06:31:31.120981373,True,14.816754614385479
12.0,119,487.5435214605162,521.6982435561266,2024-08-05 18:09:50.195680540,2024-09-04 18:09:50.195680540,2024-09-04 18:09:50.195680540,False,0.0
12.0,120,487.5435214605162,2808.465664469324,2024-05-22 21:53:37.177800392,2024-06-21 21:53:37.177800392,2024-06-21 21:53:37.177800392,False,0.0
13.0,121,836.5631025957894,961.159323787991,2024-07-07 22:49:27.567632628,2024-08-06 22:49:27.567632628,2024-08-06 22:49:27.567632628,False,0.0
13.0,122,836.5631025957894,1159.879851999528,2024-12-18 05:26:00.755435108,2025-01-17 05:26:00.755435108,2025-01-17 05:26:00.755435108,False,0.0
13.0,123,836.5631025957894,584.1815400365555,2024-12-19 09:01:01.456938340,2025-01-18 09:01:01.456938340,2025-02-15 18:44:29.620176250,True,28.405187074512845
13.0,124,836.5631025957894,3357.0173225514886,2024-04-09 00:00:40.457192018,2024-05-09 00:00:40.457192018,2024-05-09 00:00:40.457192018,False,0.0
13.0,125,836.5631025957894,3339.2358879839708,2024-04-02 16:00:22.529073059,2024-05-02 16:00:22.529073059,2024-05-02 16:00:22.529073059,False,0.0
13.0,126,836.5631025957894,743.0592393628816,2024-12-09 05:00:11.288686572,2025-01-08 05:00:11.288686572,2025-01-15 02:55:36.174880173,True,6.913482479092615
13.0,127,836.5631025957894,891.8565267629066,2024-11-29 15:32:13.044851112,2024-12-29 15:32:13.044851112,2025-01-07 05:40:09.590352733,True,8.588848906268767
13.0,128,836.5631025957894,1575.8401147544926,2024-07-13 13:37:51.586400268,2024-08-12 13:37:51.586400268,2024-08-12 13:37:51.586400268,False,0.0
13.0,129,836.5631025957894,750.5009132946357,2024-01-10 12:05:52.846081517,2024-02-09 12:05:52.846081517,2024-02-09 12:05:52.846081517,False,0.0
13.0,130,836.5631025957894,758.7525419042288,2024-02-23 09:16:55.480678203,2024-03-24 09:16:55.480678203,2024-03-24 09:16:55.480678203,False,0.0
14.0,131,563.9975760939201,805.5234761927472,2024-10-27 03:10:56.257161396,2024-11-26 03:10:56.257161396,2024-12-09 04:38:13.516610526,True,13.060616428809377
14.0,132,563.9975760939201,1900.07408811733,2024-10-06 10:28:38.633174564,2024-11-05 10:28:38.633174564,2024-11-12 17:53:39.521999043,True,7.3090380650981395
14.0,133,563.9975760939201,472.711391196631,2024-11-08 10:35:59.496702604,2024-12-08 10:35:59.496702604,2024-12-08 10:35:59.496702604,False,0.0
14.0,134,563.9975760939201,907.5601482235048,2024-04-23 03:13:43.146866554,2024-05-23 03:13:43.146866554,2024-05-23 03:13:43.146866554,False,0.0
14.0,135,563.9975760939201,619.278332364878,2024-09-08 00:14:04.376568612,2024-10-08 00:14:04.376568612,2024-10-08 00:14:04.376568612,False,0.0
14.0,136,563.9975760939201,2757.777325714407,2024-11-26 03:02:48.153064072,2024-12-26 03:02:48.153064072,2025-01-16 17:46:14.260848992,True,21.613496617881015
14.0,137,563.9975760939201,1754.0846499113115,2024-05-28 15:53:23.872559186,2024-06-27 15:53:23.872559186,2024-06-27 15:53:23.872559186,False,0.0
14.0,138,563.9975760939201,1693.7333488193701,2024-04-30 08:03:52.140606282,2024-05-30 08:03:52.140606282,2024-05-30 08:03:52.140606282,False,0.0
14.0,139,563.9975760939201,1680.8774084329377,2024-08-22 08:23:12.224006576,2024-09-21 08:23:12.224006576,2024-09-21 08:23:12.224006576,False,0.0
14.0,140,563.9975760939201,983.0204527607983,2024-10-30 11:49:48.060223928,2024-11-29 11:49:48.060223928,2024-11-29 11:49:48.060223928,False,0.0
15.0,141,493.36218563607014,1152.5224113762608,2024-11-26 15:40:13.445845720,2024-12-26 15:40:13.445845720,2024-12-26 15:40:13.445845720,False,0.0
15.0,142,493.36218563607014,2581.0198067890574,2024-08-04 16:43:20.648938284,2024-09-03 16:43:20.648938284,2024-09-03 16:43:20.648938284,False,0.0
15.0,143,493.36218563607014,1286.9422596856793,2024-07-20 12:16:54.238257394,2024-08-19 12:16:54.238257394,2024-08-30 22:11:01.980686538,True,11.412589611448432
15.0,144,493.36218563607014,340.97823454853886,2024-12-26 06:28:05.027447096,2025-01-25 06:28:05.027447096,2025-02-19 15:53:03.239372030,True,25.392340415797857
15.0,145,493.36218563607014,1438.8346815112936,2024-12-12 05:19:47.516847428,2025-01-11 05:19:47.516847428,2025-01-11 05:19:47.516847428,False,0.0
15.0,146,493.36218563607014,364.85514315968277,2024-09-26 11:23:44.129863392,2024-10-26 11:23:44.129863392,2024-11-08 03:17:15.859290645,True,12.662172794296914
15.0,147,493.36218563607014,950.2014063464115,2024-09-24 15:14:11.467823132,2024-10-24 15:14:11.467823132,2024-10-24 15:14:11.467823132,False,0.0
15.0,148,493.36218563607014,1315.5839405576896,2024-11-20 18:28:20.618155940,2024-12-20 18:28:20.618155940,2024-12-20 18:28:20.618155940,False,0.0
15.0,149,493.36218563607014,1035.28682768734,2024-05-24 09:21:50.255457986,2024-06-23 09:21:50.255457986,2024-06-23 09:21:50.255457986,False,0.0
15.0,150,493.36218563607014,572.8338622817303,2024-05-24 00:21:23.847156004,2024-06-23 00:21:23.847156004,2024-06-23 00:21:23.847156004,False,0.0
16.0,151,550.3950453343755,776.5573935677404,2024-01-11 04:22:14.977049590,2024-02-10 04:22:14.977049590,2024-02-10 04:22:14.977049590,False,0.0
16.0,152,550.3950453343755,2184.846118680037,2024-12-02 08:43:22.911858652,2025-01-01 08:43:22.911858652,2025-01-01 08:43:22.911858652,False,0.0
16.0,153,550.3950453343755,403.9023432044865,2024-11-04 00:10:59.694439372,2024-12-04 00:10:59.694439372,2024-12-04 00:10:59.694439372,False,0.0
16.0,154,550.3950453343755,277.18453692742315,2024-12-17 09:02:29.095427788,2025-01-16 09:02:29.095427788,2025-02-06 18:39:56.038087318,True,21.4010062807816
16.0,155,550.3950453343755,1247.5267841059294,2024-09-05 17:23:57.171929056,2024-10-05 17:23:57.171929056,2024-10-05 17:23:57.171929056,False,0.0
16.0,156,550.3950453343755,979.4057549494373,2024-07-30 04:06:12.061201208,2024-08-29 04:06:12.061201208,2024-08-29 04:06:12.061201208,False,0.0
16.0,157,550.3950453343755,398.02048229493516,2024-10-01 04:33:22.857698460,2024-10-31 04:33:22.857698460,2024-10-31 04:33:22.857698460,False,0.0
16.0,158,550.3950453343755,1128.6368920406903,2024-07-26 22:16:44.186935036,2024-08-25 22:16:44.186935036,2024-08-25 22:16:44.186935036,False,0.0
16.0,159,550.3950453343755,1650.8107131769484,2024-03-05 14:08:24.952563911,2024-04-04 14:08:24.952563911,2024-04-04 14:08:24.952563911,False,0.0
16.0,160,550.3950453343755,550.2642415699341,2024-03-27 10:20:10.130582927,2024-04-26 10:20:10.130582927,2024-04-26 10:20:10.130582927,False,0.0
17.0,161,531.1278510953296,1207.790736319035,2024-05-22 03:23:26.666433316,2024-06-21 03:23:26.666433316,2024-06-21 03:23:26.666433316,False,0.0
17.0,162,531.1278510953296,472.1366842351955,2024-07-17 14:36:15.077182334,2024-08-16 14:36:15.077182334,2024-08-16 14:36:15.077182334,False,0.0
17.0,163,531.1278510953296,336.6078157631788,2024-03-17 06:14:51.308905150,2024-04-16 06:14:51.308905150,2024-05-05 13:04:03.741266070,True,19.28417167084398
17.0,164,531.1278510953296,1177.5584261425395,2024-01-21 14:07:38.065694343,2024-02-20 14:07:38.065694343,2024-03-08 04:20:20.135948551,True,16.59215359090519
17.0,165,531.1278510953296,445.8564336100677,2024-11-10 03:57:42.132520040,2024-12-10 03:57:42.132520040,2024-12-10 03:57:42.132520040,False,0.0
17.0,166,531.1278510953296,1982.445918131238,2024-03-17 16:05:37.707872914,2024-04-16 16:05:37.707872914,2024-04-16 16:05:37.707872914,False,0.0
17.0,167,531.1278510953296,1063.690572950811,2024-06-24 15:41:50.623933870,2024-07-24 15:41:50.623933870,2024-07-24 15:41:50.623933870,False,0.0
17.0,168,531.1278510953296,2140.2148527382255,2024-07-29 05:46:22.244742724,2024-08-28 05:46:22.244742724,2024-09-04 12:34:13.383444081,True,7.28323077200645
17.0,169,531.1278510953296,423.4591431181805,2024-01-06 22:15:31.278395375,2024-02-05 22:15:31.278395375,2024-02-05 22:15:31.278395375,False,0.0
17.0,170,531.1278510953296,680.2758622813433,2024-07-12 13:18:16.933684962,2024-08-11 13:18:16.933684962,2024-08-11 13:18:16.933684962,False,0.0
18.0,171,707.9302256127647,237.41683368558805,2024-08-22 03:53:38.340800504,2024-09-21 03:53:38.340800504,2024-09-21 03:53:38.340800504,False,0.0
18.0,172,707.9302256127647,3102.2758210653224,2024-08-22 03:36:55.513160220,2024-09-21 03:36:55.513160220,2024-09-21 03:36:55.513160220,False,0.0
